Acc Z,Labels
-0.223702981,Walking
-0.27242939,Walking
-0.202125562,Walking
-0.216403732,Walking
-0.284765354,Walking
-0.275711721,Walking
-0.213040507,Walking
-0.291026579,Walking
-0.254938973,Walking
-0.263033538,Walking
-0.201750205,Walking
-0.278618869,Walking
-0.175902663,Walking
-0.148038368,Walking
-0.157254959,Walking
-0.170143061,Walking
-0.156062457,Walking
-0.135300064,Walking
-0.126305007,Walking
-0.114434054,Walking
-0.216028528,Walking
-0.151865501,Walking
-0.071042169,Walking
-0.074421596,Walking
-0.069317686,Walking
-0.087060139,Walking
-0.089684745,Walking
-0.056103315,Walking
-0.076740779,Walking
-0.112655122,Walking
0.00359344,Walking
-0.048731107,Walking
-0.052911881,Walking
0.007421683,Walking
-0.048979349,Walking
-0.070916042,Walking
-0.075825471,Walking
-0.054458165,Walking
0.025243597,Walking
0.017079074,Walking
-0.02253272,Walking
-0.007576019,Walking
-0.011380655,Walking
-0.070160714,Walking
-0.167663381,Walking
-0.249021898,Walking
-0.262752115,Walking
-0.243772027,Walking
-0.209039963,Walking
-0.22793507,Walking
-0.237250737,Walking
-0.271092479,Walking
-0.316898235,Walking
-0.244076572,Walking
-0.285447766,Walking
-0.31679282,Walking
-0.234929223,Walking
-0.300294645,Walking
-0.189051522,Walking
-0.241895653,Walking
-0.151527399,Walking
-0.197255829,Walking
-0.212178412,Walking
-0.158987109,Walking
-0.181686034,Walking
-0.148538866,Walking
-0.17918028,Walking
-0.164110832,Walking
-0.22185355,Walking
-0.153303169,Walking
-0.156933144,Walking
-0.180004866,Walking
-0.106684934,Walking
-0.130757498,Walking
-0.163659649,Walking
-0.146088685,Walking
-0.130190852,Walking
-0.146166369,Walking
-0.09357813,Walking
-0.052026386,Walking
-0.107575401,Walking
-0.156416543,Walking
-0.103693622,Walking
-0.073847671,Walking
-0.076577022,Walking
-0.057342989,Walking
-0.085448889,Walking
-0.114511685,Walking
-0.163382979,Walking
-0.103309163,Walking
-0.099727203,Walking
-0.148422829,Walking
-0.095986791,Walking
-0.145401703,Walking
-0.159751831,Walking
-0.122680614,Walking
-0.14070988,Walking
-0.118337348,Walking
-0.055989277,Walking
-0.106758853,Walking
-0.127569483,Walking
-0.150328174,Walking
-0.107076982,Walking
-0.151217903,Walking
-0.161131848,Walking
-0.166419991,Walking
-0.117304027,Walking
-0.167247748,Walking
-0.136897192,Walking
-0.119109588,Walking
-0.066290911,Walking
-0.100666211,Walking
-0.16880613,Walking
-0.171174889,Walking
-0.126498606,Walking
-0.108296964,Walking
-0.134541311,Walking
-0.114498004,Walking
-0.085296324,Walking
-0.163757811,Walking
-0.203104975,Walking
-0.247416594,Walking
-0.161719797,Walking
-0.231799746,Walking
-0.314225028,Walking
-0.326719122,Walking
-0.342955816,Walking
-0.241168589,Walking
-0.241745179,Walking
-0.255919957,Walking
-0.242829318,Walking
-0.260959586,Walking
-0.265875842,Walking
-0.273914975,Walking
-0.166842612,Walking
-0.150379235,Walking
-0.118225585,Walking
-0.153642364,Walking
-0.137929055,Walking
-0.179815733,Walking
-0.127450899,Walking
-0.168844007,Walking
-0.112497714,Walking
-0.102485087,Walking
-0.150442276,Walking
-0.140825158,Walking
-0.158518634,Walking
-0.11888375,Walking
-0.126811418,Walking
-0.219058661,Walking
-0.20267851,Walking
-0.174904261,Walking
-0.222807294,Walking
-0.19811175,Walking
-0.183072519,Walking
-0.198894623,Walking
-0.194227839,Walking
-0.200945979,Walking
-0.251395884,Walking
-0.265211307,Walking
-0.28397881,Walking
-0.305223328,Walking
-0.210515492,Walking
-0.272302252,Walking
-0.236586558,Walking
-0.257974854,Walking
-0.195495157,Walking
-0.203220551,Walking
-0.229097288,Walking
-0.266008969,Walking
-0.254164531,Walking
-0.268889536,Walking
-0.233443927,Walking
-0.275377732,Walking
-0.286699426,Walking
-0.221038348,Walking
-0.28979796,Walking
-0.336847195,Walking
-0.35188259,Walking
-0.329394114,Walking
-0.330051913,Walking
-0.376562519,Walking
-0.347798514,Walking
-0.222141512,Walking
-0.175592352,Walking
-0.183609562,Walking
-0.188079126,Walking
-0.138692154,Walking
-0.169220298,Walking
-0.196229519,Walking
-0.182369766,Walking
-0.250393586,Walking
-0.202512122,Walking
-0.263793216,Walking
-0.229231338,Walking
-0.178333104,Walking
-0.137547958,Walking
-0.150126212,Walking
-0.170227227,Walking
-0.239167416,Walking
-0.279177522,Walking
-0.305683524,Postural Transition
-0.277077373,Postural Transition
-0.201117077,Postural Transition
-0.210759291,Postural Transition
-0.208290841,Postural Transition
-0.123656647,Postural Transition
-0.149525441,Postural Transition
-0.18383653,Postural Transition
-0.192869099,Postural Transition
-0.20957485,Postural Transition
-0.187574586,Postural Transition
-0.22241862,Postural Transition
-0.25013951,Postural Transition
-0.223186533,Postural Transition
-0.276977844,Postural Transition
-0.270761172,Postural Transition
-0.245849321,Postural Transition
-0.216760778,Postural Transition
-0.242974416,Postural Transition
-0.237253572,Postural Transition
-0.260306281,Postural Transition
-0.350928536,Postural Transition
-0.292585505,Postural Transition
-0.401681684,Postural Transition
-0.320949355,Postural Transition
-0.323928018,Postural Transition
-0.370019553,Postural Transition
-0.375642585,Postural Transition
-0.365656069,Postural Transition
-0.321105575,Postural Transition
-0.338841973,Postural Transition
-0.310514761,Postural Transition
-0.381407775,Postural Transition
-0.39118061,Postural Transition
-0.431595767,Postural Transition
-0.430005069,Postural Transition
-0.411058613,Postural Transition
-0.418210081,Postural Transition
-0.427039942,Postural Transition
-0.440475626,Postural Transition
-0.415577701,Postural Transition
-0.453692366,Postural Transition
-0.457045876,Postural Transition
-0.467317465,Postural Transition
-0.430036037,Postural Transition
-0.505438829,Postural Transition
-0.449387533,Postural Transition
-0.492515361,Postural Transition
-0.496170979,Postural Transition
-0.461159607,Postural Transition
-0.506995855,Postural Transition
-0.483727361,Postural Transition
-0.485198382,Postural Transition
-0.490318793,Postural Transition
-0.474650736,Postural Transition
-0.498696566,Postural Transition
-0.495030738,Postural Transition
-0.488939045,Postural Transition
-0.555852941,Postural Transition
-0.461901043,Postural Transition
-0.510126689,Postural Transition
-0.455466916,Postural Transition
-0.41812418,Postural Transition
-0.50475193,Postural Transition
-0.452540737,Postural Transition
-0.395538409,Postural Transition
-0.403913484,Postural Transition
-0.447603838,Postural Transition
-0.387778218,Postural Transition
-0.447552208,Postural Transition
-0.443469684,Postural Transition
-0.487438261,Postural Transition
-0.415769084,Postural Transition
-0.449220778,Postural Transition
-0.414379299,Postural Transition
-0.421615292,Postural Transition
-0.460002818,Postural Transition
-0.396992788,Postural Transition
-0.441247517,Postural Transition
-0.45317304,Postural Transition
-0.432199929,Postural Transition
-0.474204404,Postural Transition
-0.352543672,Postural Transition
-0.421841716,Postural Transition
-0.400937816,Postural Transition
-0.38050434,Postural Transition
-0.45934317,Postural Transition
-0.405902845,Postural Transition
-0.420418534,Postural Transition
-0.359534496,Postural Transition
-0.410988491,Postural Transition
-0.336219941,Postural Transition
-0.415578703,Postural Transition
-0.415083491,Postural Transition
-0.458826487,Postural Transition
-0.545630754,Postural Transition
-0.53906707,Postural Transition
-0.495659217,Postural Transition
-0.5231628,Postural Transition
-0.513913813,Postural Transition
-0.503006051,Postural Transition
-0.508499141,Postural Transition
-0.468814546,Postural Transition
-0.502286994,Postural Transition
-0.465501051,Postural Transition
-0.479270953,Postural Transition
-0.423614659,Postural Transition
-0.412972768,Postural Transition
-0.308288433,Postural Transition
-0.332549637,Postural Transition
-0.349952053,Postural Transition
-0.350140919,Postural Transition
-0.366410365,Postural Transition
-0.326349601,Postural Transition
-0.400317322,Postural Transition
-0.377269783,Postural Transition
-0.352779226,Postural Transition
-0.400462702,Postural Transition
-0.426779583,Postural Transition
-0.381395849,Postural Transition
-0.443288258,Postural Transition
-0.468777401,Postural Transition
-0.472337095,Postural Transition
-0.500259873,Postural Transition
-0.451904779,Postural Transition
-0.421345502,Postural Transition
-0.453702191,Postural Transition
-0.390846629,Postural Transition
-0.34796603,Postural Transition
-0.42196449,Postural Transition
-0.374820479,Postural Transition
-0.321198322,Postural Transition
-0.33173974,Postural Transition
-0.276731639,Postural Transition
-0.301393627,Postural Transition
-0.292702697,Postural Transition
-0.332567878,Postural Transition
-0.296964703,Postural Transition
-0.269302862,Postural Transition
-0.30079057,Postural Transition
-0.255301641,Postural Transition
-0.218632161,Postural Transition
-0.246266511,Postural Transition
-0.267060014,Postural Transition
-0.272221266,Postural Transition
-0.246072786,Postural Transition
-0.264292449,Postural Transition
-0.27719331,Postural Transition
-0.300339304,Postural Transition
-0.245215925,Postural Transition
-0.246273512,Postural Transition
-0.243950037,Postural Transition
-0.223255112,Postural Transition
-0.172939407,Postural Transition
-0.148425545,Postural Transition
-0.202590669,Postural Transition
-0.13052637,Postural Transition
-0.180326613,Postural Transition
-0.164012856,Postural Transition
-0.191238789,Postural Transition
-0.175536141,Postural Transition
-0.177610055,Postural Transition
-0.145057119,Postural Transition
-0.107131042,Postural Transition
-0.125522345,Postural Transition
-0.133158991,Postural Transition
-0.193442219,Postural Transition
-0.0891869,Postural Transition
-0.131569173,Postural Transition
-0.065373353,Postural Transition
-0.100632696,Postural Transition
-0.032132472,Postural Transition
-0.025653019,Postural Transition
-0.070213613,Postural Transition
-0.081919046,Postural Transition
-0.086278335,Postural Transition
-0.041631268,Postural Transition
-0.067503968,Postural Transition
-0.075823186,Postural Transition
0.020275369,Postural Transition
-0.015243932,Postural Transition
0.078616709,Postural Transition
0.105661849,Postural Transition
0.124212863,Postural Transition
0.160636422,Postural Transition
0.031605393,Postural Transition
0.062967061,Postural Transition
0.026919547,Postural Transition
0.081449913,Postural Transition
0.021153349,Postural Transition
0.043461038,Postural Transition
0.062628376,Postural Transition
0.019210574,Postural Transition
0.081571961,Postural Transition
0.070070829,Postural Transition
0.121316151,Postural Transition
0.189637202,Postural Transition
0.225153155,Postural Transition
0.109127682,Postural Transition
0.077637001,Postural Transition
0.053954947,Sitting
0.143111037,Sitting
0.107331719,Sitting
0.209276056,Sitting
0.157022496,Sitting
0.175350818,Sitting
0.205703164,Sitting
0.167197958,Sitting
0.061488811,Sitting
0.078890859,Sitting
0.157778719,Sitting
0.106358031,Sitting
0.150170374,Sitting
0.121905028,Sitting
0.047543141,Sitting
0.075129175,Sitting
0.03164561,Sitting
0.130182098,Sitting
0.104919837,Sitting
0.080394909,Sitting
0.095452804,Sitting
0.111248126,Sitting
0.126091955,Sitting
0.074018893,Sitting
0.025906768,Sitting
0.075983211,Sitting
0.054310797,Sitting
0.026869042,Sitting
0.064334313,Sitting
0.11893301,Sitting
0.048337685,Sitting
0.10718009,Sitting
0.103915556,Sitting
0.053727667,Sitting
0.085464716,Sitting
0.049323455,Sitting
0.023317292,Sitting
0.040796676,Sitting
0.104941007,Sitting
0.117912048,Sitting
0.035976181,Sitting
0.096508103,Sitting
0.091999973,Sitting
0.091856933,Sitting
0.033274578,Sitting
0.043317801,Sitting
-0.023449199,Sitting
0.009452702,Sitting
0.043415616,Sitting
0.042453009,Sitting
0.068888021,Sitting
0.154422984,Sitting
0.139876947,Sitting
0.15951823,Sitting
0.114752119,Sitting
0.106406753,Sitting
0.088571045,Sitting
0.153379629,Sitting
0.154422901,Sitting
0.129243193,Sitting
0.138263879,Sitting
0.072711461,Sitting
0.192975976,Sitting
0.104432887,Sitting
0.14029683,Sitting
0.125865584,Sitting
0.10920938,Sitting
0.147112834,Sitting
0.178013139,Sitting
0.168600181,Sitting
0.110049333,Sitting
0.139140607,Sitting
0.163783909,Sitting
0.127228582,Sitting
0.151378544,Sitting
0.172270455,Sitting
0.158297903,Sitting
0.119489105,Sitting
0.160653186,Sitting
0.097699067,Sitting
0.116369978,Sitting
0.134249025,Sitting
0.185710612,Sitting
0.081144127,Sitting
0.183922517,Sitting
0.089252904,Sitting
0.102950809,Sitting
0.083227312,Sitting
0.153614289,Sitting
0.150067475,Sitting
0.114562625,Sitting
0.174919018,Sitting
0.183421246,Sitting
0.203724828,Sitting
0.11188446,Sitting
0.100618641,Sitting
0.124338814,Sitting
0.052270593,Sitting
0.225488011,Sitting
0.177283982,Sitting
0.171012077,Sitting
0.148943505,Sitting
0.145986879,Sitting
0.089652498,Sitting
0.156847993,Sitting
0.106448001,Sitting
0.179806998,Sitting
0.169402555,Sitting
0.160633109,Sitting
0.145294201,Sitting
0.159823912,Sitting
0.135660875,Sitting
0.114432143,Sitting
0.123206014,Sitting
0.192201569,Sitting
0.137668618,Sitting
0.191994995,Sitting
0.174032398,Sitting
0.15819372,Sitting
0.188695163,Sitting
0.201525375,Sitting
0.166439248,Sitting
0.135517601,Sitting
0.191615282,Sitting
0.143184702,Sitting
0.169278479,Sitting
0.175474161,Sitting
0.14928772,Sitting
0.19660044,Sitting
0.204177815,Sitting
0.241228481,Sitting
0.160703308,Sitting
0.154967233,Sitting
0.231686998,Sitting
0.237425625,Sitting
0.217363157,Sitting
0.151983534,Sitting
0.195220876,Sitting
0.179529527,Sitting
0.195331237,Sitting
0.189678081,Sitting
0.15644817,Sitting
0.195892317,Sitting
0.184710404,Sitting
0.19156804,Sitting
0.203047706,Sitting
0.192080814,Sitting
0.200309366,Sitting
0.180065339,Sitting
0.127480785,Sitting
0.16985308,Sitting
0.205056752,Sitting
0.174360207,Sitting
0.189579673,Sitting
0.164945843,Sitting
0.128403886,Sitting
0.184582985,Sitting
0.196437911,Sitting
0.150859271,Sitting
0.21661337,Sitting
0.158454145,Sitting
0.242841241,Sitting
0.169368916,Sitting
0.150975027,Sitting
0.175376498,Sitting
0.131439223,Sitting
0.167404853,Sitting
0.173424746,Sitting
0.222566832,Sitting
0.199469753,Sitting
0.229792209,Sitting
0.208299569,Sitting
0.200501165,Sitting
0.159389515,Sitting
0.208681441,Sitting
0.155518668,Sitting
0.183663949,Sitting
0.122326479,Sitting
0.147226217,Sitting
0.18431172,Sitting
0.214597909,Sitting
0.169281085,Sitting
0.230984568,Sitting
0.204745705,Sitting
0.160531704,Sitting
0.178978575,Sitting
0.161842353,Sitting
0.147535851,Sitting
0.194347698,Sitting
0.189631972,Sitting
0.156859487,Sitting
0.25768258,Sitting
0.224130265,Sitting
0.139137606,Sitting
0.184863214,Sitting
0.168300104,Sitting
0.185585112,Sitting
0.211995943,Sitting
0.204740615,Sitting
0.240669362,Sitting
0.144917199,Sitting
0.175321401,Sitting
0.165908257,Sitting
0.154399797,Sitting
0.175985786,Sitting
0.174268556,Sitting
0.259085667,Sitting
0.181456817,Sitting
0.260518529,Sitting
0.17829717,Sitting
0.211670467,Sitting
0.193456845,Sitting
0.277199269,Sitting
0.154856027,Sitting
0.159108202,Sitting
0.179689474,Sitting
0.173271145,Sitting
0.175669478,Sitting
0.179209609,Sitting
0.187833065,Sitting
0.191563619,Sitting
0.182229114,Sitting
0.239237986,Sitting
0.226888036,Sitting
0.171518493,Sitting
0.194395521,Sitting
0.16235122,Sitting
0.149356507,Sitting
0.149269038,Sitting
0.204818759,Sitting
0.244954833,Sitting
0.177397594,Sitting
0.216657869,Sitting
0.154941931,Sitting
0.207148526,Sitting
0.158166238,Sitting
0.216891592,Sitting
0.182946574,Sitting
0.198942927,Sitting
0.191464729,Sitting
0.233341514,Sitting
0.140399206,Sitting
0.185207331,Sitting
0.257806823,Sitting
0.174649938,Sitting
0.199570388,Sitting
0.194022724,Sitting
0.194869382,Sitting
0.199791933,Sitting
0.105437488,Sitting
0.16361148,Sitting
0.161883488,Sitting
0.196410125,Sitting
0.188223585,Sitting
0.215128613,Sitting
0.151308374,Sitting
0.236842448,Sitting
0.170579715,Sitting
0.222720228,Sitting
0.225205094,Sitting
0.169467373,Sitting
0.20515989,Sitting
0.207697867,Sitting
0.222130782,Sitting
0.240466173,Sitting
0.225541248,Sitting
0.193571169,Sitting
0.210283816,Sitting
0.164193644,Sitting
0.189994751,Sitting
0.20561862,Sitting
0.171497593,Sitting
0.213885733,Sitting
0.131243866,Sitting
0.233162566,Sitting
0.154590512,Sitting
0.160472648,Sitting
0.126724781,Sitting
0.23060137,Sitting
0.236237994,Sitting
0.205492912,Sitting
0.222642418,Sitting
0.207080531,Sitting
0.197935485,Sitting
0.205390887,Sitting
0.168390054,Sitting
0.191704248,Sitting
0.183904804,Sitting
0.214880649,Sitting
0.181778701,Sitting
0.207209147,Sitting
0.150744845,Sitting
0.183775676,Sitting
0.193221385,Sitting
0.180142937,Sitting
0.232322889,Sitting
0.222012113,Sitting
0.193024021,Sitting
0.213814886,Sitting
0.213727354,Sitting
0.209212138,Sitting
0.186463954,Sitting
0.185872559,Sitting
0.192961815,Sitting
0.237738694,Sitting
0.171139838,Sitting
0.206013498,Sitting
0.137728956,Sitting
0.131034727,Sitting
0.223273305,Sitting
0.23525656,Sitting
0.140589679,Sitting
0.177885491,Sitting
0.168518305,Sitting
0.169448277,Sitting
0.217948436,Sitting
0.142852495,Sitting
0.234936285,Sitting
0.194048714,Sitting
0.190173378,Sitting
0.151342859,Sitting
0.178743067,Sitting
0.210942169,Sitting
0.159542639,Sitting
0.197532226,Sitting
0.156343938,Sitting
0.193147679,Sitting
0.193021635,Sitting
0.180173689,Sitting
0.180678307,Sitting
0.208805147,Sitting
0.172720382,Sitting
0.180132356,Sitting
0.176352536,Sitting
0.169268065,Sitting
0.123025013,Sitting
0.195871244,Sitting
0.164888935,Sitting
0.164854122,Sitting
0.144595436,Sitting
0.207923315,Sitting
0.157658793,Sitting
0.215921682,Sitting
0.17993873,Sitting
0.153465043,Sitting
0.186765414,Sitting
0.157087911,Sitting
0.251374542,Sitting
0.203368075,Sitting
0.159671171,Sitting
0.170372656,Sitting
0.175811306,Sitting
0.212423825,Sitting
0.234730291,Sitting
0.229782344,Sitting
0.190808482,Sitting
0.164033394,Sitting
0.16043464,Sitting
0.22811912,Sitting
0.219308714,Sitting
0.249011886,Sitting
0.219042042,Sitting
0.18259321,Sitting
0.203900034,Sitting
0.169656624,Sitting
0.168059181,Sitting
0.197790724,Sitting
0.233697349,Sitting
0.216930244,Sitting
0.206665406,Sitting
0.220387573,Sitting
0.116038753,Sitting
0.227762673,Sitting
0.194329239,Sitting
0.189966513,Sitting
0.197997873,Sitting
0.171611362,Sitting
0.203071057,Sitting
0.168933901,Sitting
0.221314631,Sitting
0.149094668,Sitting
0.143692241,Sitting
0.170342305,Sitting
0.157422748,Sitting
0.220470591,Sitting
0.213160909,Sitting
0.170435463,Sitting
0.173202172,Sitting
0.183802487,Sitting
0.10913268,Sitting
0.188055945,Sitting
0.211124317,Sitting
0.163904439,Sitting
0.220548547,Sitting
0.142776906,Sitting
0.229247347,Sitting
0.14014135,Sitting
0.189355851,Sitting
0.158689441,Sitting
0.222281541,Sitting
0.235345409,Sitting
0.206391438,Sitting
0.20154268,Sitting
0.2511095,Sitting
0.202176739,Sitting
0.170350137,Sitting
0.201544935,Sitting
0.209751722,Sitting
0.164633787,Sitting
0.14466421,Sitting
0.217852563,Sitting
0.196102066,Sitting
0.167422032,Sitting
0.227085115,Sitting
0.21131647,Sitting
0.188493983,Sitting
0.13262421,Sitting
0.151512164,Sitting
0.14684949,Sitting
0.175008501,Sitting
0.151952471,Sitting
0.22387472,Sitting
0.166850423,Sitting
0.131813587,Sitting
0.178902648,Sitting
0.191341429,Sitting
0.155382606,Sitting
0.258051663,Sitting
0.195424211,Sitting
0.21901183,Sitting
0.149896121,Sitting
0.196779221,Sitting
0.156236743,Sitting
0.187469011,Sitting
0.17476972,Sitting
0.176399003,Sitting
0.198066154,Sitting
0.178361225,Sitting
0.184866924,Sitting
0.174116505,Sitting
0.197481503,Sitting
0.137001214,Sitting
0.187639259,Sitting
0.192563744,Sitting
0.243749283,Sitting
0.183697553,Sitting
0.22118759,Sitting
0.235390526,Sitting
0.201503094,Sitting
0.190818567,Sitting
0.184971501,Sitting
0.202987019,Sitting
0.189399582,Sitting
0.154487303,Sitting
0.195307604,Sitting
0.165935039,Sitting
0.188145395,Sitting
0.17822266,Sitting
0.172615936,Sitting
0.165596895,Sitting
0.192804028,Sitting
0.157891769,Sitting
0.185703057,Sitting
0.146039085,Sitting
0.145459158,Sitting
0.143705065,Sitting
0.226870461,Sitting
0.192845866,Sitting
0.225160932,Sitting
0.186726497,Sitting
0.199258132,Sitting
0.155668898,Sitting
0.195494578,Sitting
0.145553859,Sitting
0.170232972,Sitting
0.209404723,Sitting
0.163800596,Sitting
0.173679805,Sitting
0.196991137,Sitting
0.176849839,Sitting
0.205773981,Sitting
0.184897633,Sitting
0.254217214,Sitting
0.218132727,Sitting
0.173828697,Sitting
0.218281181,Sitting
0.223409395,Sitting
0.220738332,Sitting
0.173972328,Sitting
0.183152463,Sitting
0.165147404,Sitting
0.217683507,Sitting
0.15793253,Sitting
0.119412056,Sitting
0.206722206,Sitting
0.275078644,Sitting
0.169133525,Sitting
0.16279188,Sitting
0.201849431,Sitting
0.207553508,Sitting
0.221132127,Sitting
0.171865582,Sitting
0.197628872,Sitting
0.161574385,Sitting
0.176007804,Sitting
0.164453015,Sitting
0.168223399,Sitting
0.201823589,Sitting
0.218963983,Sitting
0.206934479,Sitting
0.189498528,Sitting
0.218619622,Sitting
0.174176681,Sitting
0.100179293,Sitting
0.180785992,Sitting
0.157090176,Sitting
0.168976527,Sitting
0.1821507,Sitting
0.175141731,Sitting
0.202584372,Sitting
0.223302827,Sitting
0.131595473,Sitting
0.163403013,Sitting
0.201822949,Sitting
0.175834658,Sitting
0.174509383,Sitting
0.147357458,Sitting
0.185027571,Sitting
0.174103091,Sitting
0.226091286,Sitting
0.163725457,Sitting
0.172689924,Sitting
0.185009457,Sitting
0.143697381,Sitting
0.198632081,Sitting
0.17904967,Sitting
0.178505046,Sitting
0.206724598,Sitting
0.187486079,Sitting
0.166038183,Sitting
0.216000674,Sitting
0.16796741,Sitting
0.157569305,Sitting
0.179370445,Sitting
0.156762218,Sitting
0.216699461,Sitting
0.180993111,Sitting
0.153318293,Sitting
0.202204022,Sitting
0.199677933,Sitting
0.171113596,Sitting
0.21773369,Sitting
0.196883321,Sitting
0.226494443,Sitting
0.231389351,Sitting
0.174532267,Sitting
0.213597121,Sitting
0.157007164,Sitting
0.126576063,Sitting
0.189353711,Sitting
0.165554477,Sitting
0.16364689,Sitting
0.19814935,Sitting
0.213708574,Sitting
0.219474674,Sitting
0.240212798,Sitting
0.163217393,Sitting
0.190154967,Sitting
0.176128542,Sitting
0.193254268,Sitting
0.173067104,Sitting
0.147468261,Sitting
0.167376713,Sitting
0.184203449,Sitting
0.204374881,Sitting
0.20698319,Sitting
0.21376144,Sitting
0.204752963,Sitting
0.154642407,Sitting
0.1915595,Sitting
0.206044267,Sitting
0.192359651,Sitting
0.176773242,Sitting
0.236149227,Sitting
0.232548776,Sitting
0.198562837,Sitting
0.204948469,Sitting
0.178244084,Sitting
0.21113569,Sitting
0.189854922,Sitting
0.173829359,Sitting
0.138892533,Sitting
0.146266625,Sitting
0.15181694,Sitting
0.216775839,Sitting
0.133119884,Sitting
0.249538601,Sitting
0.211893449,Sitting
0.167658769,Sitting
0.250434178,Sitting
0.209507755,Sitting
0.202870485,Sitting
0.175691503,Sitting
0.219069352,Sitting
0.225524956,Sitting
0.166340765,Sitting
0.188685065,Sitting
0.189522482,Sitting
0.229438143,Sitting
0.210769718,Sitting
0.213890873,Sitting
0.196440916,Sitting
0.227405122,Sitting
0.181297001,Sitting
0.186884043,Sitting
0.197960969,Sitting
0.169404574,Sitting
0.195147923,Sitting
0.176393835,Sitting
0.160902048,Sitting
0.14798308,Sitting
0.165547684,Sitting
0.181877963,Sitting
0.181434248,Sitting
0.231982457,Sitting
0.265310964,Sitting
0.229911947,Sitting
0.201662313,Sitting
0.161627749,Sitting
0.125522557,Sitting
0.172146025,Sitting
0.208614525,Sitting
0.174152729,Sitting
0.174225902,Sitting
0.184041752,Sitting
0.191558281,Sitting
0.114504353,Sitting
0.174074554,Sitting
0.14198494,Sitting
0.215807714,Sitting
0.194908164,Sitting
0.181619279,Sitting
0.218982319,Sitting
0.172396727,Sitting
0.210352441,Sitting
0.165322782,Sitting
0.185228463,Sitting
0.183256742,Sitting
0.215815893,Sitting
0.173720251,Sitting
0.213192884,Sitting
0.133478631,Sitting
0.143126032,Sitting
0.183929809,Sitting
0.142537629,Sitting
0.199853991,Sitting
0.220548538,Sitting
0.140832541,Sitting
0.200356844,Sitting
0.218649083,Sitting
0.148242217,Sitting
0.167084295,Sitting
0.171605973,Sitting
0.212424706,Sitting
0.183519256,Sitting
0.161691327,Sitting
0.211645617,Sitting
0.20390312,Sitting
0.13433246,Sitting
0.205396697,Sitting
0.169665132,Sitting
0.148574274,Sitting
0.139132254,Sitting
0.180015641,Sitting
0.173413871,Sitting
0.155030019,Sitting
0.143205619,Sitting
0.181263892,Sitting
0.190441434,Sitting
0.171618786,Sitting
0.162123292,Sitting
0.138353367,Sitting
0.143504143,Sitting
0.183020235,Sitting
0.134968973,Sitting
0.144976042,Sitting
0.14949987,Sitting
0.190143839,Sitting
0.117454869,Sitting
0.155599334,Sitting
0.186192661,Sitting
0.21317591,Sitting
0.152713761,Sitting
0.173235225,Sitting
0.170430411,Sitting
0.170089252,Sitting
0.145723024,Sitting
0.102058956,Sitting
0.160364182,Sitting
0.135851197,Sitting
0.14031464,Sitting
0.180822036,Sitting
0.163598714,Sitting
0.134861713,Sitting
0.097366334,Sitting
0.137436062,Sitting
0.104605887,Sitting
0.140809142,Sitting
0.114671726,Sitting
0.155015489,Sitting
0.182404615,Sitting
0.077424621,Sitting
0.073307059,Sitting
0.122802043,Sitting
0.085683089,Sitting
0.166547614,Sitting
0.128507829,Sitting
0.166393757,Sitting
0.103000325,Sitting
0.138950506,Sitting
0.156767529,Sitting
0.144354524,Sitting
0.155255207,Sitting
0.166289975,Sitting
0.171348762,Sitting
0.183314889,Sitting
0.067304328,Sitting
0.12661821,Sitting
0.079202286,Sitting
0.134780656,Sitting
0.155837705,Sitting
0.161044132,Sitting
0.102486052,Sitting
0.17007803,Sitting
0.126948191,Sitting
0.118886571,Sitting
0.150246206,Sitting
0.058952286,Sitting
0.171101431,Sitting
0.186462914,Sitting
0.091886508,Sitting
0.152475117,Sitting
0.117755216,Sitting
0.084459728,Sitting
0.109412285,Sitting
0.149160974,Sitting
0.141665492,Sitting
0.181407855,Sitting
0.170646329,Sitting
0.136667982,Sitting
0.108315351,Sitting
0.153107975,Sitting
0.13356758,Sitting
0.102495064,Sitting
0.104856411,Sitting
0.099473749,Sitting
0.096452193,Sitting
0.14075408,Sitting
0.084851804,Sitting
0.080741395,Sitting
0.109125431,Sitting
0.139506743,Sitting
0.064286445,Sitting
0.123726189,Sitting
0.178349734,Sitting
0.16637219,Sitting
0.138054454,Sitting
0.142360075,Sitting
0.042737604,Sitting
0.16918175,Sitting
0.142473208,Sitting
0.216147018,Sitting
0.139421284,Sitting
0.18729886,Sitting
0.152588289,Sitting
0.131086052,Sitting
0.156991609,Sitting
0.098845787,Sitting
0.193252443,Sitting
0.167244179,Sitting
0.162802495,Sitting
0.161142667,Sitting
0.1488988,Sitting
0.149476062,Sitting
0.127413858,Sitting
0.14502989,Sitting
0.109904996,Sitting
0.062249187,Sitting
0.116305695,Sitting
0.159689898,Sitting
0.168125897,Sitting
0.118433698,Sitting
0.140066144,Sitting
0.088668333,Sitting
0.156929407,Sitting
0.12091407,Sitting
0.112203749,Sitting
0.046805634,Sitting
0.107051914,Sitting
0.079431564,Sitting
0.140799226,Sitting
0.168031375,Sitting
0.173682385,Sitting
0.101911308,Sitting
0.096624073,Sitting
0.143090559,Sitting
0.123001969,Sitting
0.114842889,Sitting
0.179933387,Sitting
0.122024527,Sitting
0.120088392,Sitting
0.106563334,Sitting
0.113043756,Sitting
0.141327398,Sitting
0.04163245,Sitting
0.143498454,Sitting
0.121053092,Sitting
0.112513996,Sitting
